text,label
can you put in a pto request for me from march 1-7,reject
please assist me by making a pto request for march 11-18,reject
would i be able to put in a pto request for march 21-26,reject
create for me a pto request for march 16-21,reject
what steps should i take if i want to request vacation,reject
tell me how to request vacation,reject
i'm intereted in requesting pto from april 1-5,reject
i need help making a pto request for march 3-10,reject
am i able to place a pto request for february 20-25,reject
can i request pto from march 9-16,reject
what is the protocol for requesting a vacation,reject
i want help making a pto request for february 22-27,reject
what steps should i take to improve my credit score,reject
give me a recommendation to improve my credit score,reject
what can i do to raise my credit score,reject
steps to raise my credit score,reject
is there a quick way to improve my credit score,reject
what are ways to improve my credit,reject
how to keep my credit score from going down,reject
what are some ways to increase my credit,reject
what can i do to keep my score from dropping,reject
how do i build my credit score,reject
how can i build my credit,reject
what are ways to improve my credit score,reject
"i want to keep my credit score from going down, how do i do that",reject
what can i do to improve my credit score,reject
how can i keep my credit score from going down,reject
how can i improve my credit score,reject
how do i keep my credit score from dropping,reject
how to improve my credit score,reject
what are some way s i can do to improe my credit score,reject
how to keep my credit up,reject
how to keep my credit from dropping,reject
"i want to keep my credit from going down, how do i do this",reject
my credit is going down what should i do,reject
how do i maintain my credit score,reject
how can i build credit,reject
how do i keep good credit,reject
what are ways to build credit,reject
how to build up my credit score,reject
what can i do to keep my credit in good standing,reject
how do i keep my credit from lowering,reject
give me some ways to build my credit score,reject
what can i do to maintain good credit,reject
can you tell me some tricks and tips i can use to see an increase in my credit score,reject
are there ways for me to make my credit score better,reject
i need a list of different methods for building my credit score,reject
what are some of the ways that i can see an improvement in my credit score,reject
what methods can i use to improve my credit score,reject
what are some tips to build my credit score,reject
help me build my credit score by showing me some ways on how to,reject
show me some ways to build my credit score,reject
what are the best ways to build my credit score,reject
what are some steps to building my credit score,reject
will doing this hurt my credit score,reject
tell me all the ways my credit score can get hurt,reject
i'm not sure if this will hurt my credit score,reject
i want to find out if this will hurt my credit,reject
tell me if the following thing can hurt my credit score,reject
i want to know if opening a new account will decrease my credit score,reject
"i heard that opening a new account will decrease my credit score, is it true",reject
is it true that opening a new account can decrease your credit score,reject
please confirm that opening a new account can decrease your credit score,reject
tell me if opening a new account will decrease my credit score,reject
what are some mistakes to avoid so that my credit score stays high,reject
how can i protect my credit rating,reject
tell me some things i can do to secure my credit rating,reject
what are some ways to keep my credit score up,reject
give me tips on maintaining good credit,reject
what factors can ruin a credit score,reject
